iter	RMSE
297	0.05634181565
298	0.0563389069
299	0.05633772563
300	0.05633539646
301	0.05633252384
302	0.05633066707
303	0.05632892576
304	0.0563273446
305	0.05632568564
306	0.05632360934
307	0.05632187557
308	0.05632122683
309	0.05631837118
310	0.0563171491
311	0.05631492361
312	0.05631392258
313	0.05631247359
314	0.05631046486
315	0.05630880978
316	0.05630749873
317	0.05630558536
318	0.05630412612
319	0.05630326884
320	0.05630172969
321	0.0563004815
322	0.05629909343
323	0.05629791863
324	0.05629677341
325	0.05629475417
326	0.05629244906
327	0.056289866
328	0.05628842968
329	0.05628720243
330	0.05628610544
331	0.05628502296
332	0.05628392966
333	0.05628259006
334	0.05628067974
335	0.05627934881
336	0.05627804107
337	0.05627577471
338	0.05627483126
339	0.05627295231
340	0.0562712943
341	0.05627076643
342	0.05626962956
343	0.05626819235
344	0.0562666897
345	0.05626576699
346	0.05626440145
347	0.05626355575
348	0.05626178025
349	0.05625965759
350	0.05625637744
351	0.05625534733
352	0.05625346385
353	0.05625171845
354	0.05625059743
355	0.05624913702
356	0.05624777059
357	0.05624601441
358	0.05624465054
359	0.05624349328
360	0.05624157201
361	0.0562398313
362	0.05623825604
363	0.05623750148
364	0.05623588769
365	0.05623405568
366	0.05623227197
367	0.05623092491
368	0.05622944916
369	0.05622777637
370	0.0562266497
371	0.05622553457
372	0.0562245842
373	0.05622369012
374	0.05622269652
375	0.05622129635
376	0.0562182509
377	0.0562165532
378	0.05621558824
379	0.05621407305
380	0.05621261532
381	0.05621143217
382	0.0562105226
383	0.05620938494
384	0.05620813179
385	0.05620652373
386	0.05620435184
387	0.05620316283
388	0.05620235092
389	0.05620125616
390	0.05619992921
391	0.05619848788
392	0.05619753428
393	0.0561967023
394	0.05619519927
395	0.05619398818
396	0.05619290177
397	0.05619148077
398	0.05618981826
399	0.05618866647
400	0.05618763822
401	0.05618687115
402	0.05618581177
403	0.05618383861
404	0.0561829346
405	0.05618117523
406	0.05617974195
407	0.05617838132
408	0.05617732194
409	0.05617585154
410	0.05617502228
411	0.05617420614
412	0.05617309235
413	0.05617230563
414	0.05617117239
415	0.05617013793
416	0.0561687766
417	0.05616775544
418	0.05616622245
419	0.05616506353
420	0.05616390948
421	0.05616299355
422	0.05616237604
423	0.05616048307
424	0.05615934668
425	0.05615806664
426	0.05615685423
427	0.05615608157
428	0.05615450672
429	0.05615290035
430	0.05615220218
431	0.05615054568
432	0.05614952886
433	0.05614848771
434	0.05614790486
435	0.05614608434
436	0.05614497019
437	0.05614373987
438	0.05614266151
439	0.05614122133
440	0.05614044188
441	0.05613882287
442	0.05613730877
443	0.05613624048
444	0.0561352033
445	0.05613440109
446	0.05613324775
447	0.05613147445
448	0.05613041631
449	0.05612881953
450	0.05612778144
451	0.05612692707
452	0.05612575573
453	0.05612457126
454	0.05612403729
455	0.05612263993
456	0.05612150453
457	0.05612081185
458	0.05611915836
459	0.05611826655
460	0.05611702052
461	0.05611584155
462	0.05611503045
463	0.05611412174
464	0.05611336004
465	0.05611230849
466	0.05610939602
467	0.05610798285
468	0.05610641817
469	0.05610531352
470	0.05610280561
471	0.05610157074
472	0.05610045114
473	0.05609996345
474	0.05609856527
475	0.05609760633
476	0.05609639124
477	0.05609548097
478	0.05609502579
479	0.0560937791
480	0.05609276102
481	0.0560915646
482	0.05609029049
483	0.0560891362
484	0.05608818127
485	0.05608736297
486	0.05608607336
487	0.05608448043
488	0.05608333571
489	0.05608215298
490	0.05608092166
491	0.0560801374
492	0.05607893117
493	0.05607724511
494	0.05607620761
495	0.05607531301
496	0.05607350678
497	0.05607234198
498	0.0560713723
499	0.05607043631
500	0.05606950072
501	0.05606844309
502	0.05606738424
503	0.05606629608
504	0.05606550768
505	0.05606485231
506	0.05606410475
507	0.05606268878
508	0.05606084725
509	0.05605983586
510	0.05605891108
511	0.05605698248
512	0.05605594745
513	0.05605474928
514	0.05605361879
515	0.05605225098
516	0.05605099671
517	0.05604996163
518	0.05604898714
519	0.05604797548
520	0.05604712278
521	0.05604640332
522	0.05604530341
523	0.0560445547
524	0.0560435611
525	0.05604277435
526	0.05604168127
527	0.05604053359
528	0.05603938695
529	0.05603815666
530	0.05603743444
531	0.05603609221
532	0.05603423861
533	0.05603354285
534	0.05603203976
535	0.05603129348
536	0.05603045243
537	0.05602948997
538	0.05602847044
539	0.05602768219
540	0.05602636937
541	0.05602551185
542	0.05602471778
543	0.05602362158
544	0.05602265615
545	0.05602185436
546	0.05602101186
547	0.05601982076
548	0.05601868403
549	0.05601758749
550	0.05601648912
551	0.05601557568
552	0.05601453138
553	0.05601367268
554	0.05601270911
555	0.05601182092
556	0.05601076283
557	0.05600972924
558	0.05600854505
559	0.05600774676
560	0.05600665209
561	0.0560057142
562	0.0560044624
563	0.05600336807
564	0.05600254043
565	0.05600160895
566	0.05600061188
567	0.05599947614
568	0.05599860744
569	0.05599744028
570	0.05599617584
571	0.05599487705
572	0.05599383516
573	0.05599302612
574	0.05599194342
575	0.05599105422
576	0.05598984676
577	0.05598907296
578	0.05598748626
579	0.0559854491
580	0.05598445282
581	0.05598337771
582	0.0559820568
583	0.05598117636
584	0.05598009551
585	0.05597912677
586	0.05597747442
587	0.05597699405
588	0.05597611679
589	0.05597526834
590	0.05597437118
591	0.05597370741
592	0.05597241203
593	0.05597147337
594	0.05596985251
595	0.05596908168
596	0.05596774607
597	0.05596664376
598	0.05596567485
599	0.05596473763
600	0.05596382146
601	0.0559631009
602	0.05596197743
603	0.05596098958
604	0.05595998441
605	0.05595893006
606	0.05595747617
607	0.05595584261
608	0.05595489718
609	0.05595396081
610	0.0559528223
611	0.05595180458
612	0.05595114954
613	0.05595053122
614	0.05594906555
615	0.05594757976
616	0.05594649717
617	0.05594559712
618	0.05594436783
619	0.05594345015
620	0.05594233559
621	0.05594151674
622	0.05594090467
623	0.05594010569
624	0.05593909041
625	0.05593850709
626	0.05593738384
627	0.05593618279
628	0.0559353993
629	0.05593444324
630	0.05593371211
631	0.05593280436
632	0.05593222434
633	0.05593103284
634	0.05593017663
635	0.05592870096
636	0.05592761064
637	0.05592706
638	0.05592630178
639	0.05592529687
640	0.05592390269
641	0.05592274117
642	0.05592123483
643	0.0559203482
644	0.05591933907
645	0.05591861145
646	0.05591773943
647	0.05591702216
648	0.05591632027
649	0.05591545138
650	0.05591450941
651	0.05591352221
652	0.05591267853
653	0.05591131429
654	0.0559101636
655	0.0559093038
656	0.05590861323
657	0.05590784667
658	0.05590678179
659	0.05590570628
660	0.05590449404
661	0.05590345699
662	0.05590248645
663	0.05590166503
664	0.05590086048
665	0.05589992226
666	0.05589888412
667	0.05589750822
668	0.05589660796
669	0.05589550829
670	0.05589449977
671	0.05589356761
672	0.05589271625
673	0.05589130795
674	0.05589003302
675	0.05588881311
676	0.05588795421
677	0.05588717469
678	0.0558865301
679	0.05588533843
680	0.05588436259
681	0.05588357176
682	0.05588321619
683	0.05588222861
684	0.05588140275
685	0.05588039117
686	0.05587910697
687	0.05587815542
688	0.05587685035
689	0.05587527543
690	0.05587423624
691	0.0558733236
692	0.05587252693
693	0.05587173924
694	0.05587128134
695	0.05586999484
696	0.05586901058
697	0.05586821284
698	0.05586735322
699	0.05586663284
700	0.05586567402
701	0.05586442857
702	0.05586335407
703	0.05586216148
704	0.0558614233
705	0.05586072484
706	0.05585986793
707	0.05585818329
708	0.05585739073
709	0.0558567801
710	0.05585581919
711	0.05585499511
712	0.05585436001
713	0.05585347307
714	0.05585257623
715	0.05585134429
716	0.0558500694
717	0.05584915652
718	0.05584814457
719	0.05584705829
720	0.05584644223
721	0.05584541492
722	0.05584480526
723	0.05584421888
724	0.05584348661
725	0.05584284371
726	0.05584173792
727	0.05584094085
728	0.05583978793
729	0.05583897683
730	0.05583809137
731	0.05583720947
732	0.05583574067
733	0.05583442461
734	0.0558335027
735	0.05583284461
736	0.05583170933
737	0.05583117791
738	0.05583042144
739	0.05582945496
740	0.05582862615
741	0.05582759764
742	0.05582704162
743	0.0558263809
744	0.055825841
745	0.05582490063
746	0.05582375429
747	0.05582290212
748	0.05582235858
749	0.05582161802
750	0.05582083366
751	0.05582012121
752	0.05581918801
753	0.05581825167
754	0.0558173998
755	0.05581627622
756	0.05581577213
757	0.05581493136
758	0.05581364999
759	0.05581249768
760	0.05581156253
761	0.05581083344
762	0.05581016726
763	0.05580927249
764	0.05580838838
765	0.05580716501
766	0.05580614763
767	0.05580566011
768	0.05580499644
769	0.05580374709
770	0.05580298866
771	0.05580196401
772	0.05580122
773	0.05580031607
774	0.05579961145
775	0.05579866958
776	0.05579809908
777	0.05579682438
778	0.05579562554
779	0.05579475893
780	0.05579394138
781	0.05579318965
782	0.05579235663
783	0.05579161572
784	0.05579074045
785	0.05578987031
786	0.0557889696
787	0.05578820635
788	0.05578712514
789	0.05578635938
790	0.05578547139
791	0.05578494642
792	0.05578430833
793	0.05578373561
794	0.05578296188
795	0.055782221
796	0.05578124873
797	0.05577961088
798	0.05577885817
799	0.05577792688
800	0.05577730787
801	0.05577626045
802	0.05577538791
803	0.05577423342
804	0.05577309445
805	0.05577215898
806	0.05577143893
807	0.05577077775
808	0.05576982485
809	0.05576901554
810	0.05576826999
811	0.05576719512
812	0.05576628668
813	0.05576539988
814	0.05576474576
815	0.05576374366
816	0.05576304944
817	0.05576229354
818	0.05576137028
819	0.05576068941
820	0.05575976826
821	0.05575914305
822	0.055758458
823	0.05575773044
824	0.05575693286
825	0.05575616145
826	0.05575497691
827	0.05575428951
828	0.055753279
829	0.05575253382
830	0.05575189975
831	0.05575113012
832	0.05575001106
833	0.05574918016
834	0.05574835076
835	0.05574733999
836	0.05574689474
837	0.05574579533
838	0.055745011
839	0.05574412486
840	0.05574321466
841	0.05574225223
842	0.05574133274
843	0.05574064462
844	0.05573997044
845	0.05573934546
846	0.05573834887
847	0.05573751159
848	0.05573659337
849	0.05573578638
850	0.05573499829
851	0.0557341737
852	0.05573252124
853	0.05573166084
854	0.05573079784
855	0.05572988025
856	0.0557291293
857	0.05572846113
858	0.05572803155
859	0.05572722876
860	0.05572660485
861	0.05572607199
862	0.05572426818
863	0.05572345658
864	0.05572242508
865	0.05572142452
866	0.0557207371
867	0.0557196059
868	0.05571878039
869	0.05571779801
870	0.05571684658
871	0.05571592551
872	0.05571501144
873	0.05571429104
874	0.05571327661
875	0.0557124696
876	0.05571159486
877	0.05571057587
878	0.05570980899
879	0.0557090161
880	0.05570806465
881	0.055706967
882	0.05570631571
883	0.05570563869
884	0.05570416161
885	0.05570362847
886	0.05570302956
887	0.05570224794
888	0.05570152927
889	0.05570071701
890	0.05569958999
891	0.05569905781
892	0.05569812496
893	0.055697164
894	0.05569623597
895	0.05569500513
896	0.05569332506
897	0.0556925065
898	0.05569162216
899	0.05569082599
900	0.05568991993
901	0.05568909268
902	0.05568835738
903	0.05568753735
904	0.05568686857
905	0.05568623214
906	0.05568540344
907	0.05568464439
908	0.05568377255
909	0.05568283259
910	0.05568208608
911	0.05568127361
912	0.05568051839
913	0.05567975529
914	0.05567887626
915	0.05567795074
916	0.05567716096
917	0.05567635657
918	0.05567585174
919	0.05567522143
920	0.05567448357
921	0.05567355294
922	0.05567273901
923	0.0556716141
924	0.05567070034
925	0.05567009604
926	0.0556689673
927	0.05566831773
928	0.05566776386
929	0.0556666671
930	0.05566564811
931	0.05566483101
932	0.05566439195
933	0.05566359475
934	0.05566295666
935	0.05566220886
936	0.05566135291
937	0.05565996296
938	0.05565931855
939	0.05565854492
940	0.05565797103
941	0.05565727069
942	0.05565623616
943	0.05565564328
944	0.05565477397
945	0.05565442868
946	0.05565350342
947	0.05565269293
948	0.0556519664
949	0.05565125802
950	0.05565059903
951	0.05565014262
952	0.05564973709
953	0.05564931083
954	0.05564830033
955	0.05564711668
956	0.05564610185
957	0.05564539222
958	0.05564468139
959	0.05564395516
960	0.05564302559
961	0.05564225539
962	0.05564128524
963	0.05564055771
964	0.0556397177
965	0.05563888717
966	0.05563793262
967	0.05563698424
968	0.05563613165
969	0.05563541845
970	0.05563426915
971	0.05563368761
972	0.05563297058
973	0.05563173615
974	0.05563097013
975	0.0556301258
976	0.05562931442
977	0.05562842734
978	0.05562804818
979	0.05562741516
980	0.05562695377
981	0.05562528844
982	0.05562468152
983	0.05562402834
984	0.05562132639
985	0.05562054866
986	0.05561960959
987	0.05561875677
988	0.05561805003
989	0.05561685894
990	0.05561604838
991	0.05561521113
992	0.05561436435
993	0.05561362375
994	0.05561297806
995	0.05561206379
996	0.05561120822
997	0.05561054518
998	0.05560996617
999	0.0556092251
